"COMID","COMCODE","COMTYPE","TYPEDESCR","COMNAME","COMLEVEL","PARENTNAME","PARENTCOMCODE","COMSTATE","STATENAME","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","CHAIRLNAME","CHAIRFNAME","CHAIRMNAME","CHAIROCODE","CHAIRDESC","RMMLNAME","RMMFNAME","RMMMNAME","RMMOCODE","RMMDESC","SD1LNAME","SD1FNAME","SD1MNAME","SD1TITLE","SD1MAJMIN","SD1PHONE","SD1EMAIL","GC1LNAME","GC1FNAME","GC1MNAME","GC1TITLE","GC1MAJMIN","GC1PHONE","GC1EMAIL","PS1LNAME","PS1FNAME","PS1MNAME","PS1TITLE","PS1MAJMIN","PS1PHONE","PS1EMAIL","PM1LNAME","PM1FNAME","PM1MNAME","PM1TITLE","PM1MAJMIN","PM1PHONE","PM1EMAIL","CK1LNAME","CK1FNAME","CK1MNAME","CK1TITLE","CK1MAJMIN","CK1PHONE","CK1EMAIL","SD2LNAME","SD2FNAME","SD2MNAME","SD2TITLE","SD2MAJMIN","SD2PHONE","SD2EMAIL","GC2LNAME","GC2FNAME","GC2MNAME","GC2TITLE","GC2MAJMIN","GC2PHONE","GC2EMAIL","PS2LNAME","PS2FNAME","PS2MNAME","PS2TITLE","PS2MAJMIN","PS2PHONE","PS2EMAIL","PM2LNAME","PM2FNAME","PM2MNAME","PM2TITLE","PM2MAJMIN","PM2PHONE","PM2EMAIL","CK2LNAME","CK2FNAME","CK2MNAME","CK2TITLE","CK2MAJMIN","CK2PHONE","CK2EMAIL"
15878,"MDHCREN","SH","State House","House Committee on Rules and Executive Nominations","Committee","","",12,"Maryland","Room 145 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3916","","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/06rulex.html","Healey","Anne","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15879,"MDHCWM","SH","State House","House Committee on Ways and Means","Committee","","",12,"Maryland","Room 131 House Office Building","6 Bladen Street","Annapolis","MD","21401-1912","(410) 841-3469","(410) 841-3777","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/07ways.html","Kaiser","Anne","R.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15880,"MDHCWM10","SH","State House","Subcommittee on Education","Subcommittee","House Committee on Ways and Means","MDHCWM",12,"Maryland","Room 131 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3469","(410) 841-3777","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/07ways.html","Luedtke","Eric","G.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15882,"MDHCWM25","SH","State House","Subcommittee on Revenues","Subcommittee","House Committee on Ways and Means","MDHCWM",12,"Maryland","Room 131 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3469","(410) 841-3777","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/07ways.html","Walker","Jay","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15886,"MDHCHGO","SH","State House","House Committee on Health and Government Operations","Committee","","",12,"Maryland","Room 241 House Office Building","6 Bladen Street","Annapolis","MD","21401-1912","(410) 841-3770","(410) 841-3409","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/05heal.html","Pendergrass","Shane","E.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15887,"MDJCFP","SJ","State Joint","Joint Oversight Committee on Fair Practices and State Personnel","Committee","","",12,"Maryland","Legislative Services Building","90 State Circle","Annapolis","MD","21401-1991","(410) 946-5350","","","http://msa.maryland.gov/msa/mdmanual/07leg/html/com/05fair.html","Muse","C. Anthony","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15888,"MDJCAEL","SJ","State Joint","Joint Committee on Administrative, Executive, and Legislative Review","Committee","","",12,"Maryland","Legislative Services Building","90 State Circle","Annapolis","MD","21401-1991","(410) 946-5350","","","http://msa.maryland.gov/msa/mdmanual/07leg/html/com/02aelr.html","Manno","Roger","P.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15889,"MDJCA","SJ","State Joint","Joint Committee on Audit","Committee","","",12,"Maryland","Legislative Services Building","90 State Circle","Annapolis","MD","21401-1991","(410) 946-5510","","","http://msa.maryland.gov/msa/mdmanual/07leg/html/com/03audit.html","Zucker","Craig","J.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15890,"MDJCCAC","SJ","State Joint","Joint Committee on the Chesapeake and Atlantic Coastal Bays Critical Area","Committee","","",12,"Maryland","Legislative Services Building","90 State Circle","Annapolis","MD","21401-1991","(410) 946-5350","","","http://msa.maryland.gov/msa/mdmanual/07leg/html/com/04bay.html","Mathias","James","N.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15891,"MDJCFR","SJ","State Joint","Joint Committee on Federal Relations","Committee","","",12,"Maryland","Legislative Services Building","90 State Circle","Annapolis","MD","21401-1991","(410) 946-5510","","","http://msa.maryland.gov/msa/mdmanual/07leg/html/com/05fed.html","Feldman","Brian","J.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15894,"MDJCLE","SJ","State Joint","Joint Committee on Legislative Ethics","Committee","","",12,"Maryland","Legislative Services Building","90 State Circle","Annapolis","MD","21401-1991","(410) 946-5200","","","http://msa.maryland.gov/msa/mdmanual/07leg/html/com/07lege.html","DeGrange","James","E.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15896,"MDJCP","SJ","State Joint","Joint Committee on Protocol","Committee","","",12,"Maryland","Legislative Services Building","90 State Circle","Annapolis","MD","21401-1991","(410) 841-3700","","","http://msa.maryland.gov/msa/mdmanual/07leg/html/com/proto.html","Frush","Barbara","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15899,"MDJCSA","SJ","State Joint","Joint Committee on Spending Affordability","Committee","","",12,"Maryland","Legislative Services Building","90 State Circle","Annapolis","MD","21401-1991","(410) 946-5530","","","http://msa.maryland.gov/msa/mdmanual/07leg/html/com/09spend.html","Manno","Roger","P.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15902,"MDJCWCB","SJ","State Joint","Joint Oversight Committee on Worker's Compensation Benefit and Insurance","Committee","","",12,"Maryland","Legislative Services Building","90 State Circle","Annapolis","MD","21401-1991","(410) 946-5530","","","http://msa.maryland.gov/msa/mdmanual/07leg/html/com/12work.html","Klausmeier","Katherine","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15903,"MDJCLP","SJ","State Joint","Joint Committee on Legislative Policy","Committee","","",12,"Maryland","Room 200B Legislative Services Building","90 State Circle","Annapolis","MD","21401-1991","(410) 946-5350","","","http://msa.maryland.gov/msa/mdmanual/07leg/html/com/01legp.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15916,"MASCBTR","SS","State Senate","Senate Committee on Bills in the Third Reading","Committee","","",13,"Massachusetts","Room 312-A State House","24 Beacon Street","Boston","MA","02133","(617) 722-1639","","","http://malegislature.gov/Committees/Detail/S31","DiDomenico","Sal","N.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15918,"MASCPAO","SS","State Senate","Senate Committee on Post Audit and Oversight","Committee","","",13,"Massachusetts","Room 416 State House","24 Beacon Street","Boston","MA","02133","(617) 722-1604","","","http://malegislature.gov/Committees/Detail/S48","O'Connor Ives","Kathleen","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15922,"MASCWM","SS","State Senate","Senate Committee on Ways and Means","Committee","","",13,"Massachusetts","Room 212 State House","24 Beacon Street","Boston","MA","02133","(617) 722-1481","","","http://malegislature.gov/Committees/Detail/S30","Spilka","Karen","E.","CHM","Chairman","DeMacedo","Vinny","M.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15923,"MAHCBTR","SH","State House","House Committee on Bills in the Third Reading","Committee","","",13,"Massachusetts","Room 20 State House","24 Beacon Street","Boston","MA","02133","(617) 722-2410","","","http://malegislature.gov/Committees/Detail/H36","Speliotis","Theodore","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15925,"MAHCE","SH","State House","House Committee on Ethics","Committee","","",13,"Massachusetts","Room 527A State House","24 Beacon Street","Boston","MA","02133","(617) 722-2020","","","http://malegislature.gov/Committees/Detail/H38","Markey","Christopher","M.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15928,"MAHCPA","SH","State House","House Committee on Personnel and Administration","Committee","","",13,"Massachusetts","Room 448 State House","24 Beacon Street","Boston","MA","02133","(617) 722-2582","","","http://malegislature.gov/Committees/Detail/H45","McMurtry","Paul","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15929,"MAHCPAO","SH","State House","House Committee on Post Audit and Oversight","Committee","","",13,"Massachusetts","Room 146 State House","24 Beacon Street","Boston","MA","02133","(617) 722-2575","","","http://malegislature.gov/Committees/Detail/H46","Linsky","David","P.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15930,"MAHCR","SH","State House","House Committee on Rules","Committee","","",13,"Massachusetts","Room 166 State House","24 Beacon Street","Boston","MA","02133","(617) 722-2692","","","http://malegislature.gov/Committees/Detail/H33","Galvin","William","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15932,"MAHCSPS","SH","State House","House Committee on Steering, Policy and Scheduling","Committee","","",13,"Massachusetts","Room 146 State House","24 Beacon Street","Boston","MA","02133","(617) 722-2575","","","http://malegislature.gov/Committees/Detail/H52","Murphy","James","M.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15959,"MAJCE","SJ","State Joint","Joint Committee on Education","Committee","","",13,"Massachusetts","Room 111","24 Beacon Street","Boston","MA","02133","(617) 722-1673","","","http://malegislature.gov/Committees/Detail/J14","Chang-Diaz","Sonia","R.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
