"OFCID","OFCTYPE","TYPEDESCR","OFCNAME","OFCSTATE","STATENAME","OFCORDER","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","OFFICERLNAME","OFFICERFNAME","OFFICERMNAME","SDLNAME","SDFNAME","SDMNAME","SDTITLE","SDPHONE","SDEMAIL","GCLNAME","GCFNAME","GCMNAME","GCTITLE","GCPHONE","GCEMAIL","LDLNAME","LDFNAME","LDMNAME","LDTITLE","LDPHONE","LDEMAIL","PSLNAME","PSFNAME","PSMNAME","PSTITLE","PSPHONE","PSEMAIL"
301,"SH","State House","Speaker of the House",14,"Michigan",1,"Room 164 Cora B. Anderson House Office Building","124 North Capitol Avenue","Lansing","MI","48909-7514","(517) 373-1778","(517) 373-9119","TomLeonard@house.mi.gov","http://house.mi.gov/leadership.asp","Leonard","Tom","","","","","","","","","","","","","","","","","","","","","","","","",""
302,"SH","State House","Speaker Pro Tempore of the House",14,"Michigan",2,"Room 251 Cora B. Anderson House Office Building","124 North Capitol Avenue","Lansing","MI","48909-7514","(517) 373-2629","","LeeChatfield@house.mi.gov","http://house.michigan.gov/leadership.asp","Chatfield","Lee","","","","","","","","","","","","","","","","","","","","","","","","",""
305,"SH","State House","House Minority Leader",14,"Michigan",12,"Room 167 Capitol Building","111 South Capitol Avenue","Lansing","MI","48909-7514","(517) 373-1786","","SamSingh@house.mi.gov","http://house.mi.gov/leadership.asp","Singh","Sam","","","","","","","","","","","","","","","","","","","","","","","","",""
307,"SH","State House","House Minority Floor Leader",14,"Michigan",13,"Room 141 Capitol Building","111 South Capitol Avenue","Lansing","MI","48909-7514","(517) 373-1793","","ChristineGreig@house.mi.gov","http://house.mi.gov/leadership.asp","Greig","Christine","","","","","","","","","","","","","","","","","","","","","","","","",""
309,"SH","State House","House Majority Floor Leader",14,"Michigan",5,"Room 151 Capitol Building","111 South Capitol Avenue","Lansing","MI","48909-7514","(517) 373-1790","","DanLauwers@house.mi.gov","http://house.mi.gov/leadership.asp","Lauwers","Dan","","","","","","","","","","","","","","","","","","","","","","","","",""
311,"SH","State House","House Assistant Majority Floor Leader",14,"Michigan",7,"Room N-0795 Cora B. Anderson House Office Building","124 North Capitol Avenue","Lansing","MI","48909-7514","(517) 373-7768","","JeffFarrington@house.mi.gov","http://www.gophouse.com/welcome.asp?District=030","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
312,"SH","State House","Clerk of the House",14,"Michigan",14,"Room 70 Capitol Building","111 South Capitol Avenue","Lansing","MI","48909-7514","(517) 373-0135","","clerk@house.mi.gov","","Randall","Gary","","","","","","","","","","","","","","","","","","","","","","","","",""
313,"SH","State House","Assistant Clerk of the House",14,"Michigan",15,"Room 69 Capitol Building","111 South Capitol Avenue","Lansing","MI","48909-7514","(517) 373-0135","","clerk@house.mi.gov","","Brown","Richard","","","","","","","","","","","","","","","","","","","","","","","","",""
314,"SS","State Senate","Senate Majority Leader",15,"Minnesota",3,"Room 3113 Minnesota Senate Building","95 University Avenue, West","St. Paul","MN","55155","(651) 296-4875","","http://www.senate.mn/members/member_emailform.php?mem_id=1169&ls=90","http://www.senate.mn/members/index.php?ls=#leader","Gazelka","Paul","E.","","","","","","","","","","","","","","","","","","","","","","","",""
315,"SS","State Senate","Senate Deputy Majority Leader",15,"Minnesota",4,"Room 3109 Minnesota Senate Building","95 University Avenue, West","St. Paul","MN","55155","(651) 296-3219","","sen.michelle.benson@senate.mn","http://www.senate.mn/members/index.php?ls=#leader","Benson","Michelle","R.","","","","","","","","","","","","","","","","","","","","","","","",""
319,"SS","State Senate","Senate Assistant Majority Leader",15,"Minnesota",6,"Room 2111 Minnesota Senate Building","95 University Avenue, West","St. Paul","MN","55155","(651) 296-8138","","sen.gary.dahms@senate.mn","http://www.senate.mn/members/index.php?ls=#leader","Dahms","Gary","H.","","","","","","","","","","","","","","","","","","","","","","","",""
320,"SS","State Senate","Senate Assistant Minority Leader",15,"Minnesota",10,"Room 2209 Minnesota Senate Building","95 University Avenue, West","St. Paul","MN","55155","(651) 296-4261","","http://www.senate.mn/members/member_emailform.php?mem_id=1191&ls=90","http://www.senate.mn/members/index.php?ls=#leader","Hayden","Jeff","","","","","","","","","","","","","","","","","","","","","","","","",""
323,"SS","State Senate","Senate President",15,"Minnesota",1,"Room 2113 Minnesota Senate Building","95 University Avenue, West","St. Paul","MN","55155","(651) 296-2084","","sen.michelle.fischbach@senate.mn","http://www.senate.mn/members/index.php?ls=#leader","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
324,"SS","State Senate","Senate President Pro Tem",15,"Minnesota",2,"Room 3221 Minnesota Senate Building","95 University Avenue, West","St. Paul","MN","55155","(651) 296-2159","","sen.warren.limmer@senate.mn","http://www.senate.mn/members/index.php?ls=#leader","Limmer","Warren","","","","","","","","","","","","","","","","","","","","","","","","",""
325,"SS","State Senate","Senate Minority Leader",15,"Minnesota",9,"Room 2221 Minnesota Senate Building","95 University Avenue, West","St. Paul","MN","55155","(261) 296-8881","","http://www.senate.mn/members/member_emailform.php?mem_id=1003&ls=90","http://www.senate.mn/members/index.php?ls=#leader","Bakk","Thomas","M.","","","","","","","","","","","","","","","","","","","","","","","",""
327,"SS","State Senate","Senate Assistant Minority Leader",15,"Minnesota",11,"Room 2325 Minnesota Senate Building","95 University Avenue, West","St. Paul","MN","55155","(651) 296-4166","","http://www.senate.mn/members/member_emailform.php?mem_id=1215&ls=90","http://www.senate.mn/members/index.php?ls=#leader","Kent","Susan","","","","","","","","","","","","","","","","","","","","","","","","",""
332,"SH","State House","Speaker of the House",15,"Minnesota",1,"Room 463 State Office Building","100 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-5364","(651) 296-5378","rep.kurt.daudt@house.mn","http://www.house.leg.state.mn.us/members/houseleaders.asp","Daudt","Kurt","","","","","","","","","","","","","","","","","","","","","","","","",""
333,"SH","State House","House Majority Leader",15,"Minnesota",2,"Room 459 State Office Building","100 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-7806","(651) 296-3580","rep.joyce.peppin@house.mn","http://www.house.leg.state.mn.us/members/houseleaders.asp","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
335,"SH","State House","House Assistant Majority Leader",15,"Minnesota",4,"Room 429 State Office Building","100 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-9635","","rep.dan.fabian@house.mn","http://www.house.leg.state.mn.us/members/houseleaders.asp","Fabian","Dan","","","","","","","","","","","","","","","","","","","","","","","","",""
336,"SH","State House","House Assistant Majority Leader",15,"Minnesota",5,"Room 525 State Office Building","100 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-1147","","rep.kelly.fenton@house.mn","http://www.house.leg.state.mn.us/members/houseleaders.asp","Fenton","Kelly","","","","","","","","","","","","","","","","","","","","","","","","",""
337,"SH","State House","House Assistant Majority Leader",15,"Minnesota",6,"State Office Building","100 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-0141","","rep.randy.jessup@house.mn","http://www.house.leg.state.mn.us/members/houseleaders.asp","Jessup","Randy","","","","","","","","","","","","","","","","","","","","","","","","",""
338,"SH","State House","House Assistant Majority Leader",15,"Minnesota",7,"Room 557 State Office Building","100 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-4282","","rep.jim.nash@house.mn","http://www.house.leg.state.mn.us/members/houseleaders.asp","Nash","Jim","","","","","","","","","","","","","","","","","","","","","","","","",""
340,"SH","State House","House Speaker Pro Tempore",15,"Minnesota",10,"Room 407 State Office Building","100 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-5185","","rep.tony.albright@house.mn","http://www.house.leg.state.mn.us/members/houseleaders.asp","Albright","Tony","","","","","","","","","","","","","","","","","","","","","","","","",""
343,"SH","State House","House Minority Leader",15,"Minnesota",11,"Room 237 State Office Building","100 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-4280","","rep.melissa.hortman@house.mn","http://www.house.leg.state.mn.us/members/houseleaders.asp","Hortman","Melissa","","","","","","","","","","","","","","","","","","","","","","","","",""
344,"SH","State House","House Deputy Minority Leader",15,"Minnesota",12,"Room 223 State Office Building","100 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-9934","","rep.jon.applebaum@house.mn","http://www.house.leg.state.mn.us/members/houseleaders.asp","Applebaum","Jon","","","","","","","","","","","","","","","","","","","","","","","","",""
345,"SH","State House","House Assistant Minority Leader",15,"Minnesota",19,"State Office Building","100 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-4257","","rep.ilhan.omar@house.mn","http://www.house.leg.state.mn.us/members/houseleaders.asp","Omar","Ilhan","","","","","","","","","","","","","","","","","","","","","","","","",""
346,"SH","State House","Speaker of the Assembly",50,"Wisconsin",1,"Room 211 West State Capitol","PO Box 8952","Madison","WI","53708-8952","(608) 266-9171","(608) 282-3663","Rep.Vos@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","Vos","Robin","J.","","","","","","","","","","","","","","","","","","","","","","","",""
347,"SH","State House","Speaker Pro Tempore of the Assembly",50,"Wisconsin",2,"Room 119 West State Capitol","PO Box 8952","Madison","WI","53708-8952","(608) 266-1190","(608) 282-3632","Rep.August@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","August","Tyler","","","","","","","","","","","","","","","","","","","","","","","","",""
348,"SH","State House","Assembly Minority Leader",50,"Wisconsin",9,"Room 109 State Capitol","PO Box 8952","Madison","WI","53708-8952","(608) 266-2254","","Rep.Hintz@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","Hintz","Gordon","","","","","","","","","","","","","","","","","","","","","","","","",""
349,"SH","State House","Assembly Majority Leader",50,"Wisconsin",3,"Room 115 West State Capitol","PO Box 8953","Madison","WI","53708","(608) 266-2418","(608) 282-3605","Rep.Steineke@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","Steineke","Jim","","","","","","","","","","","","","","","","","","","","","","","","",""
350,"SH","State House","Assembly Assistant Majority Leader",50,"Wisconsin",4,"Room 309 North State Capitol","PO Box 8952","Madison","WI","53708-8952","(608) 267-2369","(608) 282-3660","Rep.Rob.Brooks@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","Brooks","Robert","A.","","","","","","","","","","","","","","","","","","","","","","","",""
351,"SH","State House","Assembly Assistant Minority Leader",50,"Wisconsin",10,"Room 119 North State Capitol","PO Box 8953","Madison","WI","53708-8952","(608) 267-5340","(608) 282-3679","Rep.Hesselbein@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","Hesselbein","Dianne","H.","","","","","","","","","","","","","","","","","","","","","","","",""
352,"SH","State House","Assembly Majority Caucus Chairperson",50,"Wisconsin",5,"Room 218 North State Capitol","PO Box 8952","Madison","WI","53708-8952","(608) 266-3796","","Rep.Knodl@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","Knodl","Daniel","","","","","","","","","","","","","","","","","","","","","","","","",""
353,"SH","State House","Assembly Minority Caucus Chairperson",50,"Wisconsin",11,"Room 113 North State Capitol","PO Box 8953","Madison","WI","53708-8952","(608) 266-1192","(608) 282-3645","Rep.Spreitzer@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","Spreitzer","Mark","","","","","","","","","","","","","","","","","","","","","","","","",""
354,"SH","State House","Assembly Majority Caucus Vice Chairperson",50,"Wisconsin",6,"State Capitol","PO Box 8953","Madison","WI","53708-8952","(608) 266-2519","(608) 282-3675","Rep.Quinn@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","Quinn","Romaine","R.","","","","","","","","","","","","","","","","","","","","","","","",""
356,"SH","State House","Assembly Minority Caucus Secretary",50,"Wisconsin",13,"Room 409 North State Capitol","PO Box 8953","Madison","WI","53708-8952","(608) 266-7690","(608) 282-3674","Rep.Meyers@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","Meyers","Beth","","","","","","","","","","","","","","","","","","","","","","","","",""
357,"SH","State House","Assembly Majority Caucus Secretary",50,"Wisconsin",7,"Room 321 East State Capitol","PO Box 8953","Madison","WI","53708-8952","(608) 266-5719","(608) 282-3655","Rep.Rodriguez@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","Rodriguez","Jessie","E.","","","","","","","","","","","","","","","","","","","","","","","",""
358,"SH","State House","Assembly Majority Caucus Sergeant at Arms",50,"Wisconsin",8,"Room 315 North State Capitol","PO Box 8952","Madison","WI","53708-8952","(608) 266-2530","(608) 282-3661","Rep.Kerkman@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","Kerkman","Samantha","S.","","","","","","","","","","","","","","","","","","","","","","","",""
359,"SH","State House","Assembly Minority Caucus Sergeant at Arms",50,"Wisconsin",14,"Room 114 North State Capitol","PO Box 8953","Madison","WI","53708-8952","(608) 266-8588","(608) 282-3620","Rep.Sinicki@legis.wisconsin.gov","http://docs.legis.wisconsin.gov/2017/legislators/assembly","Sinicki","Christine","M.","","","","","","","","","","","","","","","","","","","","","","","",""
360,"SH","State House","Chief Clerk of the Assembly",50,"Wisconsin",15,"Room 208","17 West Main Street","Madison","WI","53703","(608) 266-1501","","Patrick.Fuller@legis.state.wi.us","http://www.legis.state.wi.us/assembly/acc/","Fuller","Patrick","E.","","","","","","","","","","","","","","","","","","","","","","","",""
361,"SH","State House","Sergeant of Arms of the Assembly",50,"Wisconsin",16,"Room 411 West State Capitol","PO Box 8952","Madison","WI","53708-8952","(608) 256-1503","","","http://www.legis.state.wi.us/assembly/asgt/","Tonnon Byers","Anne","","","","","","","","","","","","","","","","","","","","","","","","",""
